TIME,POS_X,POS_Y,POS_Z,VEL_X,VEL_Y,VEL_Z
131.5,131.5,300.326,-16719.9,1,2.00802,-232.705,
131.6,131.6,300.527,-16743.2,1,2.00798,-232.705,
131.7,131.7,300.728,-16766.4,1,2.00795,-232.705,
131.8,131.8,300.928,-16789.7,1,2.00792,-232.705,
131.9,131.9,301.129,-16813,1,2.00788,-232.705,
132,132,301.33,-16836.3,1,2.00785,-232.705,
132.1,132.1,301.531,-16859.5,1,2.00782,-232.705,
132.2,132.2,301.731,-16882.8,1,2.00778,-232.705,
132.3,132.3,301.932,-16906.1,1,2.00775,-232.705,
132.4,132.4,302.133,-16929.3,1,2.00772,-232.706,
132.5,132.5,302.334,-16952.6,1,2.00769,-232.706,
132.6,132.6,302.535,-16975.9,1,2.00765,-232.706,
132.7,132.7,302.735,-16999.1,1,2.00762,-232.706,
132.8,132.8,302.936,-17022.4,1,2.00759,-232.706,
132.9,132.9,303.137,-17045.7,1,2.00756,-232.706,
133,133,303.338,-17069,1,2.00753,-232.706,
133.1,133.1,303.538,-17092.2,1,2.0075,-232.706,
133.2,133.2,303.739,-17115.5,1,2.00746,-232.706,
133.3,133.3,303.94,-17138.8,1,2.00743,-232.706,
133.4,133.4,304.141,-17162,1,2.0074,-232.706,
133.5,133.5,304.341,-17185.3,1,2.00737,-232.706,
133.6,133.6,304.542,-17208.6,1,2.00734,-232.706,
133.7,133.7,304.743,-17231.9,1,2.00731,-232.706,
133.8,133.8,304.944,-17255.1,1,2.00728,-232.706,
133.9,133.9,305.144,-17278.4,1,2.00725,-232.706,
134,134,305.345,-17301.7,1,2.00722,-232.706,
134.1,134.1,305.546,-17324.9,1,2.00719,-232.706,
134.2,134.2,305.746,-17348.2,1,2.00716,-232.707,
134.3,134.3,305.947,-17371.5,1,2.00713,-232.707,
134.4,134.4,306.148,-17394.7,1,2.0071,-232.707,
134.5,134.5,306.349,-17418,1,2.00707,-232.707,
134.6,134.6,306.549,-17441.3,1,2.00704,-232.707,
134.7,134.7,306.75,-17464.6,1,2.00701,-232.707,
134.8,134.8,306.951,-17487.8,1,2.00698,-232.707,
134.9,134.9,307.151,-17511.1,1,2.00695,-232.707,
135,135,307.352,-17534.4,1,2.00692,-232.707,
135.1,135.1,307.553,-17557.6,1,2.00689,-232.707,
135.2,135.2,307.753,-17580.9,1,2.00686,-232.707,
135.3,135.3,307.954,-17604.2,1,2.00683,-232.707,
135.4,135.4,308.155,-17627.5,1,2.0068,-232.707,
135.5,135.5,308.355,-17650.7,1,2.00678,-232.707,
135.6,135.6,308.556,-17674,1,2.00675,-232.707,
135.7,135.7,308.757,-17697.3,1,2.00672,-232.707,
135.8,135.8,308.957,-17720.5,1,2.00669,-232.707,
135.9,135.9,309.158,-17743.8,1,2.00666,-232.707,
136,136,309.359,-17767.1,1,2.00664,-232.707,
136.1,136.1,309.559,-17790.3,1,2.00661,-232.707,
136.2,136.2,309.76,-17813.6,1,2.00658,-232.707,
136.3,136.3,309.961,-17836.9,1,2.00655,-232.707,
136.4,136.4,310.161,-17860.2,1,2.00652,-232.708,
136.5,136.5,310.362,-17883.4,1,2.0065,-232.708,
136.6,136.6,310.563,-17906.7,1,2.00647,-232.708,
136.7,136.7,310.763,-17930,1,2.00644,-232.708,
136.8,136.8,310.964,-17953.2,1,2.00642,-232.708,
136.9,136.9,311.165,-17976.5,1,2.00639,-232.708,
137,137,311.365,-17999.8,1,2.00636,-232.708,
137.1,137.1,311.566,-18023.1,1,2.00634,-232.708,
137.2,137.2,311.767,-18046.3,1,2.00631,-232.708,
137.3,137.3,311.967,-18069.6,1,2.00628,-232.708,
137.4,137.4,312.168,-18092.9,1,2.00626,-232.708,
137.5,137.5,312.368,-18116.1,1,2.00623,-232.708,
137.6,137.6,312.569,-18139.4,1,2.0062,-232.708,
137.7,137.7,312.77,-18162.7,1,2.00618,-232.708,
137.8,137.8,312.97,-18186,1,2.00615,-232.708,
137.9,137.9,313.171,-18209.2,1,2.00613,-232.708,
138,138,313.372,-18232.5,1,2.0061,-232.708,
138.1,138.1,313.572,-18255.8,1,2.00608,-232.708,
138.2,138.2,313.773,-18279,1,2.00605,-232.708,
138.3,138.3,313.973,-18302.3,1,2.00602,-232.708,
138.4,138.4,314.174,-18325.6,1,2.006,-232.708,
138.5,138.5,314.375,-18348.8,1,2.00597,-232.708,
138.6,138.6,314.575,-18372.1,1,2.00595,-232.708,
138.7,138.7,314.776,-18395.4,1,2.00592,-232.708,
138.8,138.8,314.976,-18418.7,1,2.0059,-232.708,
138.9,138.9,315.177,-18441.9,1,2.00587,-232.708,
139,139,315.378,-18465.2,1,2.00585,-232.708,
139.1,139.1,315.578,-18488.5,1,2.00583,-232.709,
139.2,139.2,315.779,-18511.7,1,2.0058,-232.709,
139.3,139.3,315.979,-18535,1,2.00578,-232.709,
139.4,139.4,316.18,-18558.3,1,2.00575,-232.709,
139.5,139.5,316.38,-18581.6,1,2.00573,-232.709,
139.6,139.6,316.581,-18604.8,1,2.0057,-232.709,
139.7,139.7,316.782,-18628.1,1,2.00568,-232.709,
139.8,139.8,316.982,-18651.4,1,2.00566,-232.709,
139.9,139.9,317.183,-18674.6,1,2.00563,-232.709,
140,140,317.383,-18697.9,1,2.00561,-232.709,
140.1,140.1,317.584,-18721.2,1,2.00559,-232.709,
140.2,140.2,317.784,-18744.5,1,2.00556,-232.709,
140.3,140.3,317.985,-18767.7,1,2.00554,-232.709,
140.4,140.4,318.185,-18791,1,2.00552,-232.709,
140.5,140.5,318.386,-18814.3,1,2.00549,-232.709,
140.6,140.6,318.587,-18837.5,1,2.00547,-232.709,
140.7,140.7,318.787,-18860.8,1,2.00545,-232.709,
140.8,140.8,318.988,-18884.1,1,2.00542,-232.709,
140.9,140.9,319.188,-18907.3,1,2.0054,-232.709,
141,141,319.389,-18930.6,1,2.00538,-232.709,
141.1,141.1,319.589,-18953.9,1,2.00536,-232.709,
141.2,141.2,319.79,-18977.2,1,2.00533,-232.709,
141.3,141.3,319.99,-19000.4,1,2.00531,-232.709,
141.4,141.4,320.191,-19023.7,1,2.00529,-232.709,
141.5,141.5,320.391,-19047,1,2.00527,-232.709,
141.6,141.6,320.592,-19070.2,1,2.00524,-232.709,
141.7,141.7,320.792,-19093.5,1,2.00522,-232.709,
141.8,141.8,320.993,-19116.8,1,2.0052,-232.709,
141.9,141.9,321.193,-19140.1,1,2.00518,-232.709,
142,142,321.394,-19163.3,1,2.00516,-232.709,
142.1,142.1,321.595,-19186.6,1,2.00514,-232.709,
142.2,142.2,321.795,-19209.9,1,2.00511,-232.709,
142.3,142.3,321.996,-19233.1,1,2.00509,-232.709,
142.4,142.4,322.196,-19256.4,1,2.00507,-232.709,
142.5,142.5,322.397,-19279.7,1,2.00505,-232.71,
142.6,142.6,322.597,-19303,1,2.00503,-232.71,
142.7,142.7,322.798,-19326.2,1,2.00501,-232.71,
142.8,142.8,322.998,-19349.5,1,2.00499,-232.71,
142.9,142.9,323.199,-19372.8,1,2.00497,-232.71,
143,143,323.399,-19396,1,2.00494,-232.71,
143.1,143.1,323.6,-19419.3,1,2.00492,-232.71,
143.2,143.2,323.8,-19442.6,1,2.0049,-232.71,
143.3,143.3,324.001,-19465.9,1,2.00488,-232.71,
143.4,143.4,324.201,-19489.1,1,2.00486,-232.71,
143.5,143.5,324.402,-19512.4,1,2.00484,-232.71,
143.6,143.6,324.602,-19535.7,1,2.00482,-232.71,
143.7,143.7,324.802,-19558.9,1,2.0048,-232.71,
143.8,143.8,325.003,-19582.2,1,2.00478,-232.71,
143.9,143.9,325.203,-19605.5,1,2.00476,-232.71,
144,144,325.404,-19628.7,1,2.00474,-232.71,
144.1,144.1,325.604,-19652,1,2.00472,-232.71,
144.2,144.2,325.805,-19675.3,1,2.0047,-232.71,
144.3,144.3,326.005,-19698.6,1,2.00468,-232.71,
144.4,144.4,326.206,-19721.8,1,2.00466,-232.71,
144.5,144.5,326.406,-19745.1,1,2.00464,-232.71,
144.6,144.6,326.607,-19768.4,1,2.00462,-232.71,
144.7,144.7,326.807,-19791.6,1,2.0046,-232.71,
144.8,144.8,327.008,-19814.9,1,2.00458,-232.71,
144.9,144.9,327.208,-19838.2,1,2.00457,-232.71,
145,145,327.409,-19861.5,1,2.00455,-232.71,
145.1,145.1,327.609,-19884.7,1,2.00453,-232.71,
145.2,145.2,327.809,-19908,1,2.00451,-232.71,
145.3,145.3,328.01,-19931.3,1,2.00449,-232.71,
145.4,145.4,328.21,-19954.5,1,2.00447,-232.71,
145.5,145.5,328.411,-19977.8,1,2.00445,-232.71,
145.6,145.6,328.611,-20001.1,1,2.00443,-232.71,
145.7,145.7,328.812,-20024.4,1,2.00441,-232.71,
145.8,145.8,329.012,-20047.6,1,2.0044,-232.71,
145.9,145.9,329.213,-20070.9,1,2.00438,-232.71,
146,146,329.413,-20094.2,1,2.00436,-232.71,
146.1,146.1,329.613,-20117.4,1,2.00434,-232.71,
146.2,146.2,329.814,-20140.7,1,2.00432,-232.71,
146.3,146.3,330.014,-20164,1,2.0043,-232.71,
146.4,146.4,330.215,-20187.3,1,2.00429,-232.71,
146.5,146.5,330.415,-20210.5,1,2.00427,-232.71,
146.6,146.6,330.616,-20233.8,1,2.00425,-232.71,
146.7,146.7,330.816,-20257.1,1,2.00423,-232.71,
146.8,146.8,331.016,-20280.3,1,2.00422,-232.71,
146.9,146.9,331.217,-20303.6,1,2.0042,-232.71,
147,147,331.417,-20326.9,1,2.00418,-232.71,
147.1,147.1,331.618,-20350.2,1,2.00416,-232.71,
147.2,147.2,331.818,-20373.4,1,2.00414,-232.71,
147.3,147.3,332.019,-20396.7,1,2.00413,-232.71,
147.4,147.4,332.219,-20420,1,2.00411,-232.711,
147.5,147.5,332.419,-20443.2,1,2.00409,-232.711,
147.6,147.6,332.62,-20466.5,1,2.00408,-232.711,
147.7,147.7,332.82,-20489.8,1,2.00406,-232.711,
147.8,147.8,333.021,-20513,1,2.00404,-232.711,
147.9,147.9,333.221,-20536.3,1,2.00402,-232.711,
148,148,333.421,-20559.6,1,2.00401,-232.711,
148.1,148.1,333.622,-20582.9,1,2.00399,-232.711,
148.2,148.2,333.822,-20606.1,1,2.00397,-232.711,
148.3,148.3,334.023,-20629.4,1,2.00396,-232.711,
148.4,148.4,334.223,-20652.7,1,2.00394,-232.711,
148.5,148.5,334.423,-20675.9,1,2.00392,-232.711,
148.6,148.6,334.624,-20699.2,1,2.00391,-232.711,
148.7,148.7,334.824,-20722.5,1,2.00389,-232.711,
148.8,148.8,335.025,-20745.8,1,2.00388,-232.711,
148.9,148.9,335.225,-20769,1,2.00386,-232.711,
149,149,335.425,-20792.3,1,2.00384,-232.711,
149.1,149.1,335.626,-20815.6,1,2.00383,-232.711,
149.2,149.2,335.826,-20838.8,1,2.00381,-232.711,
149.3,149.3,336.026,-20862.1,1,2.00379,-232.711,
149.4,149.4,336.227,-20885.4,1,2.00378,-232.711,
149.5,149.5,336.427,-20908.7,1,2.00376,-232.711,
149.6,149.6,336.628,-20931.9,1,2.00375,-232.711,
149.7,149.7,336.828,-20955.2,1,2.00373,-232.711,
149.8,149.8,337.028,-20978.5,1,2.00372,-232.711,
149.9,149.9,337.229,-21001.7,1,2.0037,-232.711,
150,150,337.429,-21025,1,2.00368,-232.711,
150.1,150.1,337.629,-21048.3,1,2.00367,-232.711,
150.2,150.2,337.83,-21071.6,1,2.00365,-232.711,
150.3,150.3,338.03,-21094.8,1,2.00364,-232.711,
150.4,150.4,338.231,-21118.1,1,2.00362,-232.711,
150.5,150.5,338.431,-21141.4,1,2.00361,-232.711,
150.6,150.6,338.631,-21164.6,1,2.00359,-232.711,
150.7,150.7,338.832,-21187.9,1,2.00358,-232.711,
150.8,150.8,339.032,-21211.2,1,2.00356,-232.711,
150.9,150.9,339.232,-21234.5,1,2.00355,-232.711,
151,151,339.433,-21257.7,1,2.00353,-232.711,
151.1,151.1,339.633,-21281,1,2.00352,-232.711,
151.2,151.2,339.833,-21304.3,1,2.0035,-232.711,
151.3,151.3,340.034,-21327.5,1,2.00349,-232.711,
151.4,151.4,340.234,-21350.8,1,2.00347,-232.711,
151.5,151.5,340.434,-21374.1,1,2.00346,-232.711,
151.6,151.6,340.635,-21397.3,1,2.00345,-232.711,
151.7,151.7,340.835,-21420.6,1,2.00343,-232.711,
151.8,151.8,341.035,-21443.9,1,2.00342,-232.711,
151.9,151.9,341.236,-21467.2,1,2.0034,-232.711,
152,152,341.436,-21490.4,1,2.00339,-232.711,
152.1,152.1,341.636,-21513.7,1,2.00337,-232.711,
152.2,152.2,341.837,-21537,1,2.00336,-232.711,
152.3,152.3,342.037,-21560.2,1,2.00335,-232.711,
152.4,152.4,342.237,-21583.5,1,2.00333,-232.711,
152.5,152.5,342.438,-21606.8,1,2.00332,-232.711,
152.6,152.6,342.638,-21630.1,1,2.0033,-232.711,
152.7,152.7,342.838,-21653.3,1,2.00329,-232.711,
152.8,152.8,343.039,-21676.6,1,2.00328,-232.711,
152.9,152.9,343.239,-21699.9,1,2.00326,-232.711,
153,153,343.439,-21723.1,1,2.00325,-232.711,
153.1,153.1,343.64,-21746.4,1,2.00323,-232.711,
153.2,153.2,343.84,-21769.7,1,2.00322,-232.711,
153.3,153.3,344.04,-21793,1,2.00321,-232.711,
153.4,153.4,344.241,-21816.2,1,2.00319,-232.711,
153.5,153.5,344.441,-21839.5,1,2.00318,-232.711,
153.6,153.6,344.641,-21862.8,1,2.00317,-232.711,
153.7,153.7,344.842,-21886,1,2.00315,-232.711,
153.8,153.8,345.042,-21909.3,1,2.00314,-232.711,
153.9,153.9,345.242,-21932.6,1,2.00313,-232.711,
154,154,345.443,-21955.9,1,2.00311,-232.711,
154.1,154.1,345.643,-21979.1,1,2.0031,-232.711,
154.2,154.2,345.843,-22002.4,1,2.00309,-232.711,
154.3,154.3,346.044,-22025.7,1,2.00308,-232.711,
154.4,154.4,346.244,-22048.9,1,2.00306,-232.711,
154.5,154.5,346.444,-22072.2,1,2.00305,-232.711,
154.6,154.6,346.644,-22095.5,1,2.00304,-232.711,
154.7,154.7,346.845,-22118.8,1,2.00302,-232.711,
154.8,154.8,347.045,-22142,1,2.00301,-232.711,
154.9,154.9,347.245,-22165.3,1,2.003,-232.711,
155,155,347.446,-22188.6,1,2.00299,-232.711,
155.1,155.1,347.646,-22211.8,1,2.00297,-232.711,
155.2,155.2,347.846,-22235.1,1,2.00296,-232.711,
155.3,155.3,348.047,-22258.4,1,2.00295,-232.711,
155.4,155.4,348.247,-22281.7,1,2.00294,-232.711,
155.5,155.5,348.447,-22304.9,1,2.00292,-232.711,
155.6,155.6,348.647,-22328.2,1,2.00291,-232.711,
155.7,155.7,348.848,-22351.5,1,2.0029,-232.712,
155.8,155.8,349.048,-22374.7,1,2.00289,-232.712,
155.9,155.9,349.248,-22398,1,2.00288,-232.712,
156,156,349.449,-22421.3,1,2.00286,-232.712,
156.1,156.1,349.649,-22444.6,1,2.00285,-232.712,
156.2,156.2,349.849,-22467.8,1,2.00284,-232.712,
156.3,156.3,350.049,-22491.1,1,2.00283,-232.712,
156.4,156.4,350.25,-22514.4,1,2.00282,-232.712,
156.5,156.5,350.45,-22537.6,1,2.0028,-232.712,
156.6,156.6,350.65,-22560.9,1,2.00279,-232.712,
156.7,156.7,350.851,-22584.2,1,2.00278,-232.712,
156.8,156.8,351.051,-22607.4,1,2.00277,-232.712,
156.9,156.9,351.251,-22630.7,1,2.00276,-232.712,
157,157,351.451,-22654,1,2.00275,-232.712,
157.1,157.1,351.652,-22677.3,1,2.00273,-232.712,
157.2,157.2,351.852,-22700.5,1,2.00272,-232.712,
157.3,157.3,352.052,-22723.8,1,2.00271,-232.712,
157.4,157.4,352.252,-22747.1,1,2.0027,-232.712,
157.5,157.5,352.453,-22770.3,1,2.00269,-232.712,
157.6,157.6,352.653,-22793.6,1,2.00268,-232.712,
157.7,157.7,352.853,-22816.9,1,2.00267,-232.712,
157.8,157.8,353.054,-22840.2,1,2.00266,-232.712,
157.9,157.9,353.254,-22863.4,1,2.00264,-232.712,
158,158,353.454,-22886.7,1,2.00263,-232.712,
158.1,158.1,353.654,-22910,1,2.00262,-232.712,
158.2,158.2,353.855,-22933.2,1,2.00261,-232.712,
158.3,158.3,354.055,-22956.5,1,2.0026,-232.712,
158.4,158.4,354.255,-22979.8,1,2.00259,-232.712,
158.5,158.5,354.455,-23003.1,1,2.00258,-232.712,
158.6,158.6,354.656,-23026.3,1,2.00257,-232.712,
158.7,158.7,354.856,-23049.6,1,2.00256,-232.712,
158.8,158.8,355.056,-23072.9,1,2.00255,-232.712,
158.9,158.9,355.256,-23096.1,1,2.00254,-232.712,
159,159,355.457,-23119.4,1,2.00252,-232.712,
159.1,159.1,355.657,-23142.7,1,2.00251,-232.712,
159.2,159.2,355.857,-23166,1,2.0025,-232.712,
159.3,159.3,356.057,-23189.2,1,2.00249,-232.712,
159.4,159.4,356.258,-23212.5,1,2.00248,-232.712,
159.5,159.5,356.458,-23235.8,1,2.00247,-232.712,
159.6,159.6,356.658,-23259,1,2.00246,-232.712,
159.7,159.7,356.858,-23282.3,1,2.00245,-232.712,
159.8,159.8,357.059,-23305.6,1,2.00244,-232.712,
159.9,159.9,357.259,-23328.9,1,2.00243,-232.712,
160,160,357.459,-23352.1,1,2.00242,-232.712,
160.1,160.1,357.659,-23375.4,1,2.00241,-232.712,
160.2,160.2,357.86,-23398.7,1,2.0024,-232.712,
160.3,160.3,358.06,-23421.9,1,2.00239,-232.712,
160.4,160.4,358.26,-23445.2,1,2.00238,-232.712,
160.5,160.5,358.46,-23468.5,1,2.00237,-232.712,
160.6,160.6,358.661,-23491.8,1,2.00236,-232.712,
160.7,160.7,358.861,-23515,1,2.00235,-232.712,
160.8,160.8,359.061,-23538.3,1,2.00234,-232.712,
160.9,160.9,359.261,-23561.6,1,2.00233,-232.712,
161,161,359.462,-23584.8,1,2.00232,-232.712,
161.1,161.1,359.662,-23608.1,1,2.00231,-232.712,
161.2,161.2,359.862,-23631.4,1,2.0023,-232.712,
161.3,161.3,360.062,-23654.7,1,2.00229,-232.712,
161.4,161.4,360.262,-23677.9,1,2.00228,-232.712,
161.5,161.5,360.463,-23701.2,1,2.00227,-232.712,
161.6,161.6,360.663,-23724.5,1,2.00226,-232.712,
161.7,161.7,360.863,-23747.7,1,2.00225,-232.712,
161.8,161.8,361.063,-23771,1,2.00224,-232.712,
161.9,161.9,361.264,-23794.3,1,2.00224,-232.712,
162,162,361.464,-23817.5,1,2.00223,-232.712,
162.1,162.1,361.664,-23840.8,1,2.00222,-232.712,
162.2,162.2,361.864,-23864.1,1,2.00221,-232.712,
162.3,162.3,362.064,-23887.4,1,2.0022,-232.712,
162.4,162.4,362.265,-23910.6,1,2.00219,-232.712,
162.5,162.5,362.465,-23933.9,1,2.00218,-232.712,
162.6,162.6,362.665,-23957.2,1,2.00217,-232.712,
162.7,162.7,362.865,-23980.4,1,2.00216,-232.712,
162.8,162.8,363.066,-24003.7,1,2.00215,-232.712,
162.9,162.9,363.266,-24027,1,2.00214,-232.712,
163,163,363.466,-24050.3,1,2.00213,-232.712,
163.1,163.1,363.666,-24073.5,1,2.00213,-232.712,
163.2,163.2,363.866,-24096.8,1,2.00212,-232.712,
163.3,163.3,364.067,-24120.1,1,2.00211,-232.712,
163.4,163.4,364.267,-24143.3,1,2.0021,-232.712,
163.5,163.5,364.467,-24166.6,1,2.00209,-232.712,
163.6,163.6,364.667,-24189.9,1,2.00208,-232.712,
163.7,163.7,364.867,-24213.2,1,2.00207,-232.712,
163.8,163.8,365.068,-24236.4,1,2.00206,-232.712,
163.9,163.9,365.268,-24259.7,1,2.00205,-232.712,
164,164,365.468,-24283,1,2.00205,-232.712,
164.1,164.1,365.668,-24306.2,1,2.00204,-232.712,
164.2,164.2,365.868,-24329.5,1,2.00203,-232.712,
164.3,164.3,366.069,-24352.8,1,2.00202,-232.712,
164.4,164.4,366.269,-24376.1,1,2.00201,-232.712,
164.5,164.5,366.469,-24399.3,1,2.002,-232.712,
164.6,164.6,366.669,-24422.6,1,2.002,-232.712,
164.7,164.7,366.869,-24445.9,1,2.00199,-232.712,
164.8,164.8,367.07,-24469.1,1,2.00198,-232.712,
164.9,164.9,367.27,-24492.4,1,2.00197,-232.712,
165,165,367.47,-24515.7,1,2.00196,-232.712,
165.1,165.1,367.67,-24539,1,2.00195,-232.712,
165.2,165.2,367.87,-24562.2,1,2.00195,-232.712,
165.3,165.3,368.071,-24585.5,1,2.00194,-232.712,
165.4,165.4,368.271,-24608.8,1,2.00193,-232.712,
165.5,165.5,368.471,-24632,1,2.00192,-232.712,
165.6,165.6,368.671,-24655.3,1,2.00191,-232.712,
165.7,165.7,368.871,-24678.6,1,2.00191,-232.712,
165.8,165.8,369.072,-24701.9,1,2.0019,-232.712,
165.9,165.9,369.272,-24725.1,1,2.00189,-232.712,
166,166,369.472,-24748.4,1,2.00188,-232.712,
166.1,166.1,369.672,-24771.7,1,2.00187,-232.712,
166.2,166.2,369.872,-24794.9,1,2.00187,-232.712,
166.3,166.3,370.073,-24818.2,1,2.00186,-232.712,
166.4,166.4,370.273,-24841.5,1,2.00185,-232.712,
166.5,166.5,370.473,-24864.8,1,2.00184,-232.712,
166.6,166.6,370.673,-24888,1,2.00183,-232.712,
166.7,166.7,370.873,-24911.3,1,2.00183,-232.712,
166.8,166.8,371.073,-24934.6,1,2.00182,-232.712,
166.9,166.9,371.274,-24957.8,1,2.00181,-232.712,
167,167,371.474,-24981.1,1,2.0018,-232.712,
167.1,167.1,371.674,-25004.4,1,2.0018,-232.712,
167.2,167.2,371.874,-25027.7,1,2.00179,-232.712,
167.3,167.3,372.074,-25050.9,1,2.00178,-232.712,
167.4,167.4,372.275,-25074.2,1,2.00177,-232.712,
167.5,167.5,372.475,-25097.5,1,2.00177,-232.712,
167.6,167.6,372.675,-25120.7,1,2.00176,-232.712,
167.7,167.7,372.875,-25144,1,2.00175,-232.712,
167.8,167.8,373.075,-25167.3,1,2.00174,-232.712,
167.9,167.9,373.275,-25190.6,1,2.00174,-232.712,
168,168,373.476,-25213.8,1,2.00173,-232.712,
168.1,168.1,373.676,-25237.1,1,2.00172,-232.712,
168.2,168.2,373.876,-25260.4,1,2.00172,-232.712,
168.3,168.3,374.076,-25283.6,1,2.00171,-232.712,
168.4,168.4,374.276,-25306.9,1,2.0017,-232.712,
168.5,168.5,374.476,-25330.2,1,2.00169,-232.712,
168.6,168.6,374.677,-25353.4,1,2.00169,-232.712,
168.7,168.7,374.877,-25376.7,1,2.00168,-232.712,
168.8,168.8,375.077,-25400,1,2.00167,-232.712,
168.9,168.9,375.277,-25423.3,1,2.00167,-232.712,
169,169,375.477,-25446.5,1,2.00166,-232.712,
169.1,169.1,375.677,-25469.8,1,2.00165,-232.712,
169.2,169.2,375.878,-25493.1,1,2.00164,-232.712,
169.3,169.3,376.078,-25516.3,1,2.00164,-232.712,
169.4,169.4,376.278,-25539.6,1,2.00163,-232.712,
169.5,169.5,376.478,-25562.9,1,2.00162,-232.712,
169.6,169.6,376.678,-25586.2,1,2.00162,-232.712,
169.7,169.7,376.878,-25609.4,1,2.00161,-232.712,
169.8,169.8,377.079,-25632.7,1,2.0016,-232.712,
169.9,169.9,377.279,-25656,1,2.0016,-232.712,
170,170,377.479,-25679.2,1,2.00159,-232.712,
170.1,170.1,377.679,-25702.5,1,2.00158,-232.712,
170.2,170.2,377.879,-25725.8,1,2.00158,-232.712,
170.3,170.3,378.079,-25749.1,1,2.00157,-232.712,
170.4,170.4,378.28,-25772.3,1,2.00156,-232.712,
170.5,170.5,378.48,-25795.6,1,2.00156,-232.712,
170.6,170.6,378.68,-25818.9,1,2.00155,-232.712,
170.7,170.7,378.88,-25842.1,1,2.00154,-232.712,
170.8,170.8,379.08,-25865.4,1,2.00154,-232.712,
170.9,170.9,379.28,-25888.7,1,2.00153,-232.712,
171,171,379.48,-25912,1,2.00152,-232.712,
171.1,171.1,379.681,-25935.2,1,2.00152,-232.712,
171.2,171.2,379.881,-25958.5,1,2.00151,-232.712,
171.3,171.3,380.081,-25981.8,1,2.00151,-232.712,
171.4,171.4,380.281,-26005,1,2.0015,-232.712,
171.5,171.5,380.481,-26028.3,1,2.00149,-232.712,
171.6,171.6,380.681,-26051.6,1,2.00149,-232.712,
171.7,171.7,380.882,-26074.9,1,2.00148,-232.712,
171.8,171.8,381.082,-26098.1,1,2.00147,-232.712,
171.9,171.9,381.282,-26121.4,1,2.00147,-232.712,
172,172,381.482,-26144.7,1,2.00146,-232.712,
172.1,172.1,381.682,-26167.9,1,2.00146,-232.712,
172.2,172.2,381.882,-26191.2,1,2.00145,-232.712,
172.3,172.3,382.082,-26214.5,1,2.00144,-232.712,
172.4,172.4,382.283,-26237.8,1,2.00144,-232.712,
172.5,172.5,382.483,-26261,1,2.00143,-232.712,
172.6,172.6,382.683,-26284.3,1,2.00143,-232.712,
172.7,172.7,382.883,-26307.6,1,2.00142,-232.712,
172.8,172.8,383.083,-26330.8,1,2.00141,-232.712,
172.9,172.9,383.283,-26354.1,1,2.00141,-232.712,
173,173,383.483,-26377.4,1,2.0014,-232.712,
173.1,173.1,383.684,-26400.7,1,2.0014,-232.712,
173.2,173.2,383.884,-26423.9,1,2.00139,-232.712,
173.3,173.3,384.084,-26447.2,1,2.00138,-232.712,
173.4,173.4,384.284,-26470.5,1,2.00138,-232.712,
173.5,173.5,384.484,-26493.7,1,2.00137,-232.712,
173.6,173.6,384.684,-26517,1,2.00137,-232.712,
173.7,173.7,384.884,-26540.3,1,2.00136,-232.712,
173.8,173.8,385.084,-26563.6,1,2.00136,-232.712,
173.9,173.9,385.285,-26586.8,1,2.00135,-232.712,
174,174,385.485,-26610.1,1,2.00134,-232.712,
174.1,174.1,385.685,-26633.4,1,2.00134,-232.712,
174.2,174.2,385.885,-26656.6,1,2.00133,-232.712,
174.3,174.3,386.085,-26679.9,1,2.00133,-232.712,
174.4,174.4,386.285,-26703.2,1,2.00132,-232.712,
174.5,174.5,386.485,-26726.5,1,2.00132,-232.712,
174.6,174.6,386.686,-26749.7,1,2.00131,-232.712,
174.7,174.7,386.886,-26773,1,2.00131,-232.712,
174.8,174.8,387.086,-26796.3,1,2.0013,-232.712,
174.9,174.9,387.286,-26819.5,1,2.00129,-232.712,
175,175,387.486,-26842.8,1,2.00129,-232.712,
175.1,175.1,387.686,-26866.1,1,2.00128,-232.712,
175.2,175.2,387.886,-26889.3,1,2.00128,-232.712,
175.3,175.3,388.086,-26912.6,1,2.00127,-232.712,
175.4,175.4,388.287,-26935.9,1,2.00127,-232.712,
175.5,175.5,388.487,-26959.2,1,2.00126,-232.712,
175.6,175.6,388.687,-26982.4,1,2.00126,-232.712,
175.7,175.7,388.887,-27005.7,1,2.00125,-232.712,
175.8,175.8,389.087,-27029,1,2.00125,-232.712,
175.9,175.9,389.287,-27052.2,1,2.00124,-232.712,
176,176,389.487,-27075.5,1,2.00124,-232.712,
176.1,176.1,389.687,-27098.8,1,2.00123,-232.712,
176.2,176.2,389.888,-27122.1,1,2.00123,-232.712,
176.3,176.3,390.088,-27145.3,1,2.00122,-232.712,
176.4,176.4,390.288,-27168.6,1,2.00122,-232.712,
176.5,176.5,390.488,-27191.9,1,2.00121,-232.712,
176.6,176.6,390.688,-27215.1,1,2.00121,-232.712,
176.7,176.7,390.888,-27238.4,1,2.0012,-232.712,
176.8,176.8,391.088,-27261.7,1,2.0012,-232.712,
176.9,176.9,391.288,-27285,1,2.00119,-232.712,
177,177,391.489,-27308.2,1,2.00119,-232.712,
177.1,177.1,391.689,-27331.5,1,2.00118,-232.712,
177.2,177.2,391.889,-27354.8,1,2.00118,-232.712,
177.3,177.3,392.089,-27378,1,2.00117,-232.712,
